laptop_nbr,item_id,name,brand,price,rating,review
458,101022673,HDMI To DVI,No Brand,750,4.5,3
459,111851628,Smart Nepali English USB Keyboard,No Brand,400,4.5,192
460,129170633,Combo Mouse AND Keyboard Kit Bluetooth (bt and 2.4g both) Both Rechargable Mouse And Keyboard,No Brand,939,4.619047619047619,84
461,128315219,20m Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables,No Brand,445,4.475409836065574,61
462,149476556,"10pcs Random  One Piece Stickers for Kids Teens Adults Boys Girls, Anime Fans Stickers Pack for Mobile Water Bottles Laptop Guitar Notebooks Planners Bicycle Hard Hat Helmet Brand: NC",No Brand,111,3.0,2
463,492436060,Band For Apple watch Series 10 46mm 42mm 9 7 8 5 SE 6 44mm 45mm 40mm 38 41mm Ultra 49mm bracelet correa Braided Solo Loop Strap,No Brand,557,5.0,0
464,100009353,TP-Link TL-WA850RE 300Mbps Universal Wi-Fi Range Extender | 2.4GHz | Plug and Play | 100% Genuine,TP Link,2575,4.611111111111111,108
465,141868047,15 Inch Universal Clear Silicone Keyboard Protector for Laptops - Soft & Transparent Protective Cover,No Brand,36,4.130434782608695,46
466,503264989,Backseat Gaming Extra Large Mousepad 900x400x3mm Deskpad Computer Desktop Mouse Mat,No Brand,1199,4.333333333333333,15
467,114682459,Original Laptop Battery for Dell Inspiron 15 5555 5558 5559 3552 3558 3567 14 3451 3452 3458 5458 17 5755 5758 5759 Vostro 3451 2700 3458 3558 4 Cell,No Brand,4000,4.371428571428571,35
468,131687048,Laptop Inner Soft Cover Sleeves Bag for 15.6 inch display Laptop - Black | Black Laptop Sleeves Cover Bag,No Brand,160,4.64,50
469,152109212,"Korean Casual Style Business Laptop Backpack, Waterproof Travel Bag for College Students,",No Brand,1499,4.809523809523809,21
470,128436229,"Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep",No Brand,29,4.25,88
471,456643411,Hdmi To Vga Converter Cable,No Brand,227,5.0,2
472,128373867,4GB RAM DDR3 PC3 10600 RAM for Laptop,No Brand,766.24,,0
473,110318158,Fantech Luminous C30 Quad High Def 1440P 2K Quad Hd Usb Web Camera Webcam With Built-In Microphone,Fantech,4499,4.573770491803279,101
474,111796695,Black Strap For Xiaomi Mi Band 5 And 6,No Brand,98,4.540983606557377,61
475,127470139,"Thermal Paste Syringe Silicone Compounds 30g Grey For Hot And Cold, Cpu 1 Pcs",No Brand,127,4.631578947368421,19
476,113663018,Usb Charging Cable For Xiaomi Mi Band 5/6,No Brand,199,4.709677419354839,31
477,158538366,4 Pin Molex to SATA Power Cable Adapter for Internal Hard Disk Drive,No Brand,74,5.0,1
478,105676345,Canon Pixma E470 3 In 1 Wireless Multi-Function Inkjet Colour Printer,Canon,11885,4.535714285714286,84
479,129923272,Portable Folding Laptop Table With iPad Stand - Versatile Study Table For Bed & Office,No Brand,863,4.445578231292517,294
480,102969260,CADEVE 9122 Rainbow Backlit Waterproof Multimedia Mechanical Gaming Keyboard And Mouse,No Brand,1176,4.227678571428571,224
481,187138517,"Large Capacity Oxford Cloth Backpack - Waterproof, Stylish, and Spacious Laptop Rucksack for Men and Women - Ideal for School, Travel, and Daily Commute",No Brand,1225,,0
482,492985023,"Printed Bow Bag | Ribbon Crossbody Bag for Ladies | Moderate Capacity Bag for 13 inch laptop With Adjustable Straps, Zipper and Magnet",No Brand,485,4.647058823529412,17
483,132392838,"Small Bow Bag | Ribbon Crossbody Bag for Ladies | Moderate Capacity Bag for 13 inch laptop With Adjustable Straps, Zipper and Magnet",No Brand,491,4.754464285714286,224
484,128206315,500 GB HDD Western Digital WD External Hard Disk Drive,No Brand,2442,3.8,5
485,105517689,G5 Wired RGB Gaming Mouse RGB,No Brand,590,4.52808988764045,178
486,499877168,Universal Stylus Pen For Pad Apple Pencil For IPad IPhone Huawei Lenovo Samsung Xiaomi Redmi Poco Android Phone Tablet Touch Pen Queena,No Brand,1519,5.0,3
487,113006475,"New 13-Inch Light Sleeve Tablet Case Pouch with Stand, Protective Cover in Dark Grey",No Brand,509,4.142857142857143,14
488,112861978,"Laptop Stand,Adjustable Laptop Stand,Aluminum Laptop Stands,Ergonomic Laptop Stands",No Brand,387,4.818181818181818,11
489,159591806,Redragon GS550 Orpheus PC Gaming Speakers,No Brand,2498,3.3333333333333335,3
490,415357017,ACASIS U-S-B-C to HDMt Dual Cable Combo 8K60Hz/4K60Hz HDR/VRR Support Aluminum Shell Braided 4.9ft/6.6ft Gold-Plated Connectors,,1658.22,4.5,4
491,119922489,DP To VGA Adaptor,No Brand,600,4.166666666666667,18
492,105166096,USB 3.0 Type-C 10 100 1000Mbps Gigabit Ethernet RJ45 USB-C RJ45,No Brand,1033,4.589743589743589,39
493,116407477,Silicone Strap For Xiaomi Mi Watch Lite | Lightweight Perfect Fit Silicone Strap,No Brand,270,4.2592592592592595,108
494,130151492,Trail Loop Band /Strap For Apple Watch 49MM luxury Adjustable Loop Soft Sport Strap for iWatch Series,Mcdodo,362,4.2272727272727275,22
495,127789962,Dell Laptop Charger Small Pin 45 Watts,No Brand,849,4.0588235294117645,34
496,119923374,DP TO HDMI ADAPTER,No Brand,600,4.076923076923077,26
497,100110520,2 in 1 Adapter 100V-240V To DC 9V 1A Power Adapter Switching Power Supply For Router power,No Brand,244,4.333333333333333,18
498,184900992,GTX350-Mechanical RGB Gaming Keyboard And Mouse Combo For PC And Laptop ( Black Color),No Brand,783,4.428571428571429,28
499,186864589,AC/DC Power Adapter | 24V 1A | 100-240v | 5.5 x 2.5mm,No Brand,390,4.5,2
500,128173568,Wireless Rechargeable Mouse Dual Mode Slim Portable Mouse With LED Light Silent Mouse For Laptop Windows/Mac Computers,No Brand,395,4.5064935064935066,77
501,121598951,Apple Watch Series 7 45mm Case with Tempered Glass Screen Protector,No Brand,199,3.9444444444444446,18
502,125078907,Acer Laptop Charger For 65 Watt (19V=3.42A),No Brand,1141,4.25,24
503,112081264,5m Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables,No Brand,132,4.196428571428571,56
504,119146994,"Esonic H61 Motherboard with M.2 NVMe SSD Slot, Intel i3/i5/i7(2nd/3rd Generation)",No Brand,2349,4.59375,64
505,133660529,"MAIBO Original Stylish Bag For School, Collage, Travels With 15Inch Laptop Carrying Capacity With Fashionable Design For Men & Women",No Brand,1999,4.666666666666667,9
506,127964549,USB 7.1 Channel 3D Stereo Audio External Sound Card Adapter with Mic - Plug and Play - Compatible with Windows XP/Vista/Windows 7/Windows 8,No Brand,179,4.2,10
507,105505810,Fast Speed 64GB Pendrive USB 3.0,No Brand,881,4.5,15
508,128508727,"Thermal Paste Syringe Silicone Compounds 30g HY510 Grey For Hot And Cold, Cpu 1 Pcs",No Brand,110,4.351351351351352,37
509,433856367,"Smart Multi-Purpose Foldable Laptop Table With Dock Stand | Ergonomic Study & Bed Table | Portable, Durable & Rounded Edges",No Brand,765,5.0,1
510,152022483,Sata Cable SATA to Right Angle SATA For Hardisk and SSD Storage Drive,No Brand,39,4.75,16
511,155972661,"Baby Toy Combo Set - Colour Box, Baby Laptop, Sank Book, Writting Tablet | Educational Toys for Kids & Toddlers",No Brand,1021,4.7368421052631575,19
512,128552654,"New Durable Neoprene Laptop Sleeve for 13-inch Display - Water-Resistant Protective Bag with Shock-Absorbing Foam Padding, Black",No Brand,183.47,4.651515151515151,66
513,100458856,"3 In 1 Screen Cleaning Kit With Microfiber Cloth & Brush For Laptops,Mobiles,LCD,LED,Computers",No Brand,355.01,4.0,7
514,171618979,Food Model Desktop Ornament Home Decoration Simulation Fruits Artificial Apple Fake Peach Lemon Lifelike Orange,No Brand,303,5.0,4
515,127883342,"H61 Motherboard With NVME Slot Supports i3, i5, i7 2nd & 3rd generation processor",No Brand,2350,5.0,6
516,112462425,Heat Shrink Tube 5MM 1Meter Industrial,No Brand,71,4.318181818181818,22
517,130017886,"3 Speeds Mini Desk Fan, Rechargeable Battery Operated Fan with LED Light, Portable USB Fan Quiet for Home, Office, Travel, Camping, Outdoor, Indoor Fan, 4.9-Inch",No Brand,199,4.285714285714286,14
518,279991521,50 Piece Chiikawa Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
519,188567338,50 Piece Taylor Swift Albums Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.75,4
520,128208241,30m Net Cable/Ethernet Cable - High Speed Data Transfer Cables,No Brand,569,4.380952380952381,42
521,141806461,Router Backup Upto 8 Hours Mini Portable Modem Router UPS Poe Dc Wifi Backup - 8800mah,No Brand,2013,4.606060606060606,66
522,495178781,Printed Cotton Moon bag For  Men,No Brand,407,5.0,2
523,127759141,Monitor 24'' Full HD IPS (1920x1080) AMD FreeSync Borderless  HDMI And Vga Port,No Brand,9975,4.190476190476191,21
524,133165864,Black Crossbody Side Bag Chest Bag Unisex,No Brand,1364,4.733333333333333,15
525,159200724,TYPE C TO DP CABLE,No Brand,1200,5.0,2
526,146917268,Wiersoon Unisex Waterproof Nylon Laptop Backpack with USB Charging Port | Large Capacity Business Travel Bag,No Brand,3216,4.8,15
527,391046088,50 Piece Solo Leveling Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.8,5
528,127044065,Zeno 17 - 27 Inch Dual Screen Double Arm Monitor Stand,No Brand,4399,4.571428571428571,7
529,128115679,"B&W 12A Refill Toner Powder (2000 Page Yield) for Canon/HP LaserJet Printers - Compatible with CRG-303, 309, 308, 319, FX9, 333, 12A, 49A, 80A, 05A, 26A, 16A - Ultra Dark Black Toner for Superior Graphic Printing.",No Brand,210,5.0,5
530,124767262,Apple iPhone 7 Plus / 7+ / iPhone 8 Plus / 8+ (Same Size)  Liquid Silicone Soft Cover Case | Microfiber Inside,No Brand,309,4.50179211469534,279
531,116950969,"Silicone Wrist Watch Strap For Xiaomi Mi Watch, Mi Watch Lite, Redmi Watch, Redmi Watch 2, Redmi Watch Lite and Redmi Watch 2 Lite",No Brand,395,4.168224299065421,107
532,297858369,50 Piece Neymar Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,1
533,126681630,Artsy Home 25/50/100 Pcs Cristiano Ronaldo Stickers for Laptops Cellphone Guitar,,185.26,4.72,50
534,107661347,Bm 800 Audio Microphone V8 Sound Card for Mobile Phone Computer Sound Plate For Sound Card Audio External,No Brand,2499,4.363636363636363,11
535,119577618,Flexible USB 2.0 Low Power Consumption LED Light-5 Pcs,No Brand,120,4.2537688442211055,398
536,103041729,3 In 1 Thunderbolt Mini Display Port MINI DP Male To HDMI DVI VGA Female Adapter Converter Cable For Apple MacBook Air Pro MDP,No Brand,1099,4.454545454545454,7
537,104348362,Crocodile Alligator Clip Battery Clip 4Pcs 45mm Red Black For DIY Kit pair of 2,No Brand,80,4.791666666666667,48
538,121823911,4 Port USB 3.0 Hub Slim Portable  Hub |  Silver,No Brand,375,4.5588235294117645,34
539,105442283,Laptop Table Stand/Study Table/Bed Table/Foldable,No Brand,825,4.470588235294118,17
540,127306643,COTECi Ultra Thin TPU Keyboard Cover for  MacBook Air M2 M3 M4 13.6 inch  2022-2025,,949,4.375,32
541,105272476,"LCD Screen Cleaning Kit, 200ml",No Brand,175,4.470588235294118,34
542,148659619,"2pcs Universal Cable Clip Wire Holder – Self-Adhesive Cord Organizer for Desk, Wall & Bedside – Durable Cable Management Solution for USB Chargers, Laptop Wires, Earphones & Phone Charging Cables at Home or Office",No Brand,195,4.6,5
543,477928413,Mini Portable Pocket Thermal Printer Wireless Bluetooth Printer,No Brand,1135,4.230769230769231,13
544,103960043,"3 In 1 Screen Cleaning Kit With Microfiber Cloth & Brush For Laptops,Mobiles,LCD,LED,Computers",No Brand,172,4.435897435897436,39
545,128176482,Wireless Rechargeable  Dual Mode Slim Portable Mouse with RGB LED Light | Wireless and Bluetooth,No Brand,375,4.555555555555555,18
546,119559053,"12V 1A Adapter/ Charger For Router, LCD Monitor, TV, LED Strip, CCTV, Piano",No Brand,399,4.0,4
547,105539641,"Canon GI-71 PGBK (Black) Ink Bottle for Canon Pixma  G3770, G3780, G4780, G2730, G3730, G3020, G2020, G1020, G3060 Printers",Canon,4800,4.921052631578948,76
548,496487508,Armaggeddon AQUARON Gaming Case,,3960,5.0,2
549,131512297,Intel Core 2 Duo Procerssor 3.0ghz,No Brand,499,5.0,2
550,491177139,Foldable Portable Metal Laptop Stand With Detachable Fan,,695.76,4.545454545454546,11
551,294892141,LAPTOP INTERNAL DVDRW DRIVE  SATA OR IDE USED,No Brand,499,5.0,3
552,100852713,Gold-Plated HDMI To DVI Male To Female Adapter Converter,No Brand,517,4.666666666666667,6
553,101440641,Razer Goliathus CONTROL Gaming Mouse Mat Soft Mouse Pad for Gamers xxl,No Brand,371,4.560975609756097,41
554,186866253,Kisonli U-2500Bt Usb 2.1 Portable Computer Speaker With Fm Black,No Brand,1349,4.666666666666667,3
555,104458010,Capture Cards HDMI to USB 1080p,No Brand,1100,4.1,8
556,136344864,4G WiFi Router Wireless Portable Pocket WiFi,No Brand,2040,1.0,1
557,100149036,CD Wallet with 80CD's storage capacity,No Brand,220,4.454545454545454,11
558,280479234,"Green DC UPS Portable Router Backup | Router 9V, 5V & 12V Outputs | USB 5V Output | POE & LAN Ethernet Outputs | Voltage Selector (15V/24V) | 8800mAh Capacity | Up To 8 Hours Of Backup | Output Power Protection | Charging Indicator | 6 Months Warranty",,2334,4.7272727272727275,88
559,127993963,Hard Tempered Glass Screen Guard Protector for Apple Watch Ultra 49mm,No Brand,500,4.375,24
560,128592699,"Baby Laptop Toy, Learning Tablet for Kids",No Brand,389,4.333333333333333,6
561,177403104,Brother HL-1110 Compact Mono Laser Printer Home use or small-office everyday printing,Brother,13999,5.0,2
562,179438258,Panda Printed Cotton Moon bag For  Men,No Brand,402,4.777777777777778,18
563,181906281,"Vartex 24"" Frameless Gaming Monitor – 100Hz Refresh Rate , Full HD, IPS Panel with Built-in Speakers  | Eye Care | FreeSync",,14499,4.650602409638554,83
564,128492074,PU Leather Business One-Shoulder Cross-Body Casual Sling Bag For Men,No Brand,688,4.655172413793103,29
565,145313188,New 15inch Clear HD Anti-Glare Laptop Screen Protector,No Brand,88.3,4.411764705882353,16
566,129360229,V8 Sound Card Audio Set Interface External Usb Live Microphone Sound Card Bluetooth Function for Computer Pc Mobile Phone Sing,No Brand,958,4.5,8
567,130004940,"Laptop Stand,  Notebook Stand",No Brand,1614,4.48,25
568,281505067,Ucom USB PC Gamepad Joystick Gamepad Controller For Pc And Laptop,No Brand,599,4.6,15
569,366411269,TV Remote Control XMRM-00A XMRM-006 Voice Remote For Mi 4A 4S 4X 4K Ultra Android TV ForXiaomi-MI BOX S BOX 3 Box 4K/Mi Taotai,No Brand,794,4.642857142857143,14
570,362521230,50 Piece BTS Group Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.666666666666667,3
571,133183629,"2 in 1 Portable Mini Humidity Fan With Water Humidity Noiseless Hand Fan Lightweight Portable Handheld Mist Fan Cooling Misting Fan USB Rechargeable Fan For Kids,Adults,Home,Outdoor",No Brand,500.72,4.450892857142857,224
572,129618711,"Spincart Screen Cleaning Kit For Laptops, Mobiles, LCD, LED, Computers And TV",No Brand,186,4.65,40
573,416468559,RGB Pocket LED Selfie Light for Mobile Phone Laptop Clip Ring Flash Fill Video Photo Ringlight Photography Lamp,No Brand,587,4.166666666666667,18
574,111244218,Heat Shrink 10 mm (black) 1 Meter,No Brand,100,4.5,12
575,105559054,"2.5"" Hard Disk Case SATA USB 3.0 SSD Disk HDD Box External Hard Drive Enclosure",No Brand,750,4.459770114942529,87
576,129794576,1pcs HP Facial Wet Skincare Facial Wipes,No Brand,46,4.765151515151516,132
577,121163073,Silicone Replacement Strap For Mi Band 3 And Mi Band 4 (Pack of 2),No Brand,219,4.513513513513513,74
578,105996127,USB 2.0 Type Male to Male Cable (1.5M),No Brand,449,4.358974358974359,39
579,175709063,"6.35mm (1/4 inch) Male Mono to 3.5mm (1/8 inch) Male Stereo Audio Cable, 1.5M AUX Converter for Guitars, Mixers, Amplifiers, Speakers, PCs, Laptops & Phones",No Brand,350,5.0,3
580,125644903,Aluminum Alloy Metal Adjustable Laptop Stand for 10 to 17 Inches Macbook/Laptops/Tab,No Brand,405,4.348623853211009,218
581,111957536,Heat Shrink Tube 1 mm 5 meter Color Black,No Brand,133,3.933333333333333,15
582,104784998,"3 In 1 Screen Cleaning Kit With Microfiber Cloth & Brush For Laptops,m",No Brand,222,4.357142857142857,14
583,122834582,Black Laptop Cover Bag For 13 Inch Laptops,No Brand,176,4.089285714285714,56
584,134881791,VGA Cable 1.5m,No Brand,88.3,4.071428571428571,14
585,106075751,PVC Hard Plastic 7-Level Adjustable Laptop Ipad Tab Stand for 7 to 14 Inches,No Brand,349,4.2,45
586,407936015,Bagmati Green Plastic Apple Shaped Dustpan,No Brand,57,4.875,8
587,495958791,8K HDMI 2.1 Cable 4K@120Hz 8K@60Hz 48Gbps EARC ARC HDCP Ultra High Speed For RTX Video Cable PC Laptop Projector HDTV PS5 1m2m3m,No Brand,784,5.0,1
588,489449991,Apple Pencil 4 Pro Silicone Anti-Slip Grip Case Cover Soft Lightweight Protective Sleeve Charging Protect from Scratch Dust & Damage,No Brand,699,3.5,2
589,482282085,high capacity totebag | laptop bag upto 16 inch laptop |totebag with compartment,No Brand,767,4.428571428571429,7
590,178988315,Nylon Strap For Mi Band 7 6 5 4 3 Strap Smart Watch Sport Nylon Band,No Brand,223,4.666666666666667,12
591,128180996,"Power Cable For PC , Monitor & Printers 1.5 Meter Black In Color",No Brand,189,4.6,5
592,122790272,Kisonli U-2500 Bluetooth USB 2.1 Portable Computer Speaker With Fm Black,No Brand,1249,3.8636363636363638,22
593,111975813,V3 6D Professional 6 Buttons 3200CPI with 2400DPI Gaming Sensor Pro Mechanical Gaming Mouse,No Brand,663,4.45578231292517,147
594,112694573,15.6 inch Laptop Silicone Soft Keyboard Protector Cover,No Brand,80.28,3.858695652173913,92
595,171467390,Apple Watch Series 10 46mm Flexible TPU Shockproof Scratch Proof Cover Case,No Brand,365,4.583333333333333,12
596,165009184,3 meter Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables Patch cable cat6 ranz 3meter,No Brand,149,5.0,1
597,127870346,I5 4670 Processor (4TH Generation) 3.4 GHz Upto 3.8 GHz LGA 1150 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,No Brand,2849,5.0,2
598,105765804,"Canon MC-G02 Maintenance Cartridge for G3020, G2020, G3060, G1020, G670, G570 Printers",Canon,1200,4.731958762886598,97
599,287807451,50 Piece Taylor Swift Red Album Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,1
600,113096269,"Thermal Paste Syringe Silicone Compounds 30g HY510 Grey For Hot And Cold, Cpu 1 Pcs",No Brand,107,4.5,4
601,130129020,"TP-Link TL-WA850RE 300Mbps Universal  Wireless Wi-Fi  Range Extender, 1 x 10/100Mbps Ethernet Port (RJ45)- White",TP Link,2699,4.615384615384615,13
602,131992758,Fantech WK895 Pop Keys Wireless Keyboard Mouse Combo Office Series,Fantech,2249,4.2631578947368425,19
603,126244114,Redmi Mi 11x /Pro /Poco F3 /Mi K40 /K40 Pro Plus Cover (All Same Size) Clear Transparent With Bumper Cover Case Non Yellowing,No Brand,224,4.529411764705882,17
604,128043340,Apple iPhone  14 Pro Max Liquid Silicone Soft Cover Case | Microfiber Inside,No Brand,319,4.579710144927536,68
605,124768422,"Apple iPhone  X / Xs (Small Size-5.8"" Display) Liquid Silicone Soft Cover Case | Microfiber Inside",No Brand,284,4.68,225
606,500495600,50 Piece Enhypen Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.666666666666667,3
607,134674257,Compatible Refill Ink For Canon PIXMA G-series Inkjet Printer  135 ml Black color,No Brand,199,5.0,12
608,480963949,"360° Rotation Tablet Stand for iPad, Adjustable Foldable Tablet Holder,Aluminum Phone Stand",No Brand,494,4.666666666666667,3
609,133097101,Mini RGB Speaker for PC Laptop Gaming Computer Speaker,No Brand,641.25,4.714285714285714,7
610,128477839,Dual Rechargeable Bluetooth and 2.4G Wireless Mouse 2 in 1 Mouse,No Brand,443,4.477678571428571,224
611,131618970,ADAPTER USB-C USB-A LIGHTNING CARD READER ADAPTER,No Brand,1150,5.0,5
612,112232023,32GB Pendrive USB 2.0,No Brand,690,4.818181818181818,11
613,105408560,Mini Display Port Thunderbolt to HDMI Adapter Cable,No Brand,399,4.2,5
614,111807,Sleeve 15.6 Inch And Led Light Combo Set - Black | Fashion 12.4 Inch Laptop Sleeves and Usb Led Light Combo,No Brand,256,4.412087912087912,182
615,105953754,Gigaware Extra Large Chroma LED Gaming RGB Mousepad - 80cm,No Brand,999,4.636363636363637,66
616,107271018,Aitnt Biagji Gaming Mouse Rainbow With RGB Lighting,No Brand,175,4.369565217391305,45
617,109481334,Mheecha Capsule Pack Black/Ice Grey for Men Women Backpack | Fashion Mheecha Unisex Backpack with Padded Laptop Compartment,,2650,4.6902654867256635,339
618,120001787,Artsy Home 25/50pcs Anime Jujutsu Kaisen Waterproof Stickers for Laptops Cellphone Guitar,,173,4.361111111111111,72
619,276452159,50 Piece  Sanrio Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,3
620,128890576,Foldable Bed Study and LaptopTable Portable Multifunction Kids with Cup Holder,No Brand,750,2.7777777777777777,9
621,101708016,New 96W Universal Power Charger AC Portable Adapter For Laptop/Notebook,No Brand,787,3.9615384615384617,26
622,113927017,Heat Shrink Tube 3Mm 1 Meter,No Brand,35,5.0,11
623,127757963,Type C to 3 in 1 Type C to HDMI Type C to USB and Type C to Type C Hub 4K Adapter,No Brand,600,4.166666666666667,24
624,108939373,"TP-Link Archer C20 AC750 High-Speed Dual Band 300 Mbps at 2.4 GHz and 433 Mbps at 5 GHz  Wireless Router With 1× 10/100 Mbps WAN Port, 4× 10/100 Mbps LAN Ports and 3 High-Gain Antennas",TP Link,3049,4.6484375,128
625,492415573,Screen Protector for MacBook HD Soft Film for Air 13 Inch M1 M2 Pro 13 14 15 16 Inch Touch Bar Max Cover Guard Accessories,No Brand,756,3.6666666666666665,3
626,124440120,Canon Pixma TS207 Single-Function Inkjet Printer,Canon,5500,4.485714285714286,35
627,116559921,8 In 1 Type C To USB-C 4K HDMI Adapter USB 3.0 Multiport Cable Hub,No Brand,1249,4.372340425531915,94
628,311265620,Hitech Wireless Keyboard And Mouse Combo With English And Nepali Fonts,No Brand,853,4.625,24
629,279755081,NEW BLACK PU Leather Bag For School College And Office |Laptop Bag For Official Use,No Brand,1043,4.8,10
630,129189990,Type-C To Display Port Cable,No Brand,1320,5.0,10
631,110907121,Mheecha Boulder Sack Black/Moss Green for Unisex Backpack | Fashion Padded Laptop Compartment Backpack,,2750,4.737037037037037,270
632,180975387,50 Piece Funny Kuromi Stickers Waterproof DIY For Laptops/Phones/Helmet/Car/Guitar Creative Decal,No Brand,195,5.0,1
633,131808153,"Cat6 Rj45 Network Tee With Shield, Network Cable Extension 1 / 2 Adapter And Tap Changer",No Brand,292,4.0,3
634,113200102,Push Switch Press Switch Volt 12 0.5A pack of 4 pcs,No Brand,107,3.3333333333333335,3
635,154380607,"200ML LCD Display Screen Cleaner For TV , Mobile, Computer, Laptop , Electronics",No Brand,298,3.923076923076923,13
636,129627232,DC Jack Male Connector 5.5mm With 5 Inch Wire (2 Pcs),No Brand,54,5.0,2
637,416469453,RGB Order Me LED Video Light Camera Light Laptop Light for Zoom Meeting Photography Lighting 100 LED Beads with Clip Dimmable and Rechargeable for Camera Selfie Stick Tripod Laptop Cellphone,No Brand,581,4.846153846153846,13
638,121280826,Artsy Home 25/50 Pcs Graffiti Astronaut Outer Space Stickers,,156,4.298387096774194,124
639,104488419,Microsmart RJ45 Cat6 Lan Cable - CAT6e 25M With Rj45 Jack Fitted,Eagle,676,4.25,8
640,129282334,Premium PU Leather Backpack |Best Bag For College And Office Purposes For Men/Suitable To Carry Laptop And Easy For Traveling And Treks,No Brand,1272,4.7272727272727275,88
641,129516226,Leather Side Bag Business Cross-body Messenger Bag For Men - Black | Fashion Leather Cross Body Bag For Men,No Brand,1330,4.65625,64
642,124768590,Apple iPhone XR (Single Back Camera) Liquid Silicone Soft Cover Case | Microfiber Inside,No Brand,274,4.395833333333333,96
643,123290937,Fantech Orbit HG25 7.1 Virtual Surround Sound Gaming Headset,Fantech,2324,4.4423076923076925,104
644,129333699,Mi Redmi Note 9 Pro / Note 9 Pro Max / Poco M2 Pro (Same Size )Defender / Armour With Stand Case  Cover,No Brand,466,4.7272727272727275,11
645,141873303,Premium 15-inch Anti-Glare Matte Laptop Screen Protector for Display Protection,No Brand,77,4.8,5
646,141292009,MEMO CX07 Magnetic Cooler Fan 15W Instant  Semiconductor Phone Cooler,No Brand,1134,4.791666666666667,24
647,290831010,50 Piece Genshin Impact Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
648,131429224,Big Windmill Gaming PC Cabinet with 4 RGB FAN,No Brand,5290,5.0,5
649,134902677,"Spincart Super Screen Cleaning Kit For LED, LCD Screens",No Brand,168.58,2.5,2
650,130087261,Hoco HB45 USB 2.0 Card Reader with TF Card and SD Card Support upto 2TB and 480Mbps transfer speed,No Brand,494,4.5,2
651,131989640,Macbook Transparent Full Hard Case  For M2 Air 13.6' (2022),No Brand,1783,4.75,4
652,128231523,Wooyu G18 RGB Light Gaming Headset Headphone with Built-in Microphone and Volume Control,No Brand,1544,4.271604938271605,81
653,137691023,Replacement Band Strap For Mi Band 3 / 4,No Brand,90,4.470588235294118,17
654,129099133,Intel  CPU FAN for Corei3/15/17 CPUs Cooler  (Black),No Brand,309,4.863636363636363,22
655,128363077,4 in 1 Fast Charging Portable Multi-function Charging Dock Compatible with Apple Watch Airpods Headset Charging Station,No Brand,1273,3.5,2
656,131393199,5 Speed Level Digital Electronic Fan Led Digital Display Fan,No Brand,335,4.090909090909091,22
657,141847873,"14-inch Premium Silicone Keyboard Cover Protector for Laptops - New, Flexible, Transparent",No Brand,40,3.388888888888889,18
658,120100127,Artsy Home 25/50 Pcs Cute Anime Kuromi My Melody Sanrio Stickers for Laptops and Skateboards Cellphone Guitar,,172,4.7164179104477615,134
659,105272454,WiFi Range Extender 300Mbps Wireless-N AP/Repeater/Router Dual Antennas,No Brand,1437.54,4.62962962962963,27
660,128737781,Unisex Blue Ray Cut Uv Protected Anti Scratch Eye Glass With Metal Frame For Mobile Gaming Reading Tv Laptop Pc & Driving,No Brand,525.14,4.262443438914027,221
661,373118427,100 Piece Lionel Messi Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,315,5.0,0
662,133230154,"Anti-Slip Keyboard Mouse Pad With Office Excel Microsoft Software Shortcuts Key Patterns, Clear Extended Large Cheat Sheet",No Brand,488,4.6,140
663,114889643,Xiaomi Mi Watch Lite Gps Smartwatch Screen Protector Redmi Watch For 1.4 Inch,No Brand,147,4.7,20
664,103498811,"LCD Screen Cleaning Kit, 200ml",No Brand,175,4.372340425531915,94
665,353825491,50 Piece Tokyo Revengers Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.0,1
666,140747,Displayport To Hdmi Adapter - Black,No Brand,879,3.8823529411764706,17
667,420203417,50 Piece Cherry Ins Style Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.0,1
668,128303857,USB Keyboard Mouse Combo Wired Black,No Brand,468,4.45,40
